Whisky Name,Link,Tags,Nose Score,Nose Comment,Taste Score,Taste Comment,Finish Score,Finish Comment,document_text
Lagavulin1985,https://www.whiskybase.com/whiskies/whisky/613/lagavulin-1985,"Smokey,Medicinal,Chocolate,Citric,Coal-gas,Tobacco,Mossy,Leathery,Sherried,Vanilla,Oily,Dried Fruit,Nutty",93.0,"Peat and smoke, camphor, herbals, burned tire, sherry, forest fruits, antique leather and kerosene.",94.0,Powerful. Big sherry and peat. Very creamy milk chocolate. Honey and mixed fruit jam. Earth.,93.0,"Long, peaty, sweet.","위스키 이름: Lagavulin1985
태그: Smokey,Medicinal,Chocolate,Citric,Coal-gas,Tobacco,Mossy,Leathery,Sherried,Vanilla,Oily,Dried Fruit,Nutty

향(Nose) [점수: 93.0]: Peat and smoke, camphor, herbals, burned tire, sherry, forest fruits, antique leather and kerosene.

맛(Taste) [점수: 94.0]: Powerful. Big sherry and peat. Very creamy milk chocolate. Honey and mixed fruit jam. Earth.

피니쉬(Finish) [점수: 93.0]: Long, peaty, sweet."
Macallan1965,https://www.whiskybase.com/whiskies/whisky/38872/macallan-1965,,95.0,"Surprisingly tropical and lots of dried fruits! Pineapples, orange rind, grapefruit, apricots, with a little bit of the raisin/plum/fig from the sherry. A little bit of cigar smoke, dark chocolate, and old cognac scents as well. Gets super honeyed and waxy after 15 minutes or so. A really well integrated and pleasant nose.",94.0,"Fruits galore: oranges, raisins, orange flavoured raisins, and raisin flavoured oranges. Caramelized pineapple and cinnamon-nutmeg, Demerara sugars, thick Manuka honey, certainly paxarette-influenced and that’s a good thing. It doesn’t quite live up to the glory of the nose but it gets pretty close!",93.0,"Short-medium, the low ABV really hurts it in the finish but also makes it incredibly drinkable. You could have 2 pours and still not exhaust the palate or throat. Very herbal on the finish, lots of sandalwood, old oak, a bit of camphor, and rosemary sensations with hints of orange and apricot. A real palate freshener though!","위스키 이름: Macallan1965

향(Nose) [점수: 95.0]: Surprisingly tropical and lots of dried fruits! Pineapples, orange rind, grapefruit, apricots, with a little bit of the raisin/plum/fig from the sherry. A little bit of cigar smoke, dark chocolate, and old cognac scents as well. Gets super honeyed and waxy after 15 minutes or so. A really well integrated and pleasant nose.

맛(Taste) [점수: 94.0]: Fruits galore: oranges, raisins, orange flavoured raisins, and raisin flavoured oranges. Caramelized pineapple and cinnamon-nutmeg, Demerara sugars, thick Manuka honey, certainly paxarette-influenced and that’s a good thing. It doesn’t quite live up to the glory of the nose but it gets pretty close!

피니쉬(Finish) [점수: 93.0]: Short-medium, the low ABV really hurts it in the finish but also makes it incredibly drinkable. You could have 2 pours and still not exhaust the palate or throat. Very herbal on the finish, lots of sandalwood, old oak, a bit of camphor, and rosemary sensations with hints of orange and apricot. A real palate freshener though!"
Port Ellen1974 Ses,https://www.whiskybase.com/whiskies/whisky/25652/port-ellen-1974-ses,,,Sweet sherry with beautiful Islay notes.,,"A clear smoke with spicy peat, together with deep and sweet sherry, excellent. And surprise for this 65v%, easy to drink.",,"Everlasting long, Islay wonderfully balanced with sherry and absolut pleasant to drink.","위스키 이름: Port Ellen1974 Ses

향(Nose): Sweet sherry with beautiful Islay notes.

맛(Taste): A clear smoke with spicy peat, together with deep and sweet sherry, excellent. And surprise for this 65v%, easy to drink.

피니쉬(Finish): Everlasting long, Islay wonderfully balanced with sherry and absolut pleasant to drink."
Springbank1969 SV,https://www.whiskybase.com/whiskies/whisky/847/springbank-1969-sv,,95.0,"Intense, fruity, yellow fruits, quinces, peaches, also tropical fruits such as mango, passion fruit, overripe bananas and apples, whiffs of solvent, hints of vanilla - great!",98.0,"Very punchy, oily, sirupy, fruity, again the whole basket of tropical fruits, not too sweet or sticky, just a subtle sweetness, fine notes of oak wood, becomes more peppery, zesty, white grapes - excellent!",95.0,"Long, burning, more on grapefruits, more vanilla, the oak wood becomes a bit louder but not drying, still very fruity - very good!","위스키 이름: Springbank1969 SV

향(Nose) [점수: 95.0]: Intense, fruity, yellow fruits, quinces, peaches, also tropical fruits such as mango, passion fruit, overripe bananas and apples, whiffs of solvent, hints of vanilla - great!

맛(Taste) [점수: 98.0]: Very punchy, oily, sirupy, fruity, again the whole basket of tropical fruits, not too sweet or sticky, just a subtle sweetness, fine notes of oak wood, becomes more peppery, zesty, white grapes - excellent!

피니쉬(Finish) [점수: 95.0]: Long, burning, more on grapefruits, more vanilla, the oak wood becomes a bit louder but not drying, still very fruity - very good!"
Springbank1966,https://www.whiskybase.com/whiskies/whisky/14415/springbank-1966,,,"Extremely sweet and rich, Christmas cake with tons of spices, very match to an old great Bourbon (Fitzgerald), tons of dried fruits also. Dried mango, dried coconuts, oily, fresh olives, difficult to pick every notes out of this rather integrated miracle!",,"Uprising tropical fruits and stone fruits, extremely juicy and powerful, star fruits, mangos, peaches, and waves of vanilla seeds and nutmegs, canned pineapples, passion fruits, can't really name them in an orderly way, very very good.",,"A fruity finish, huge mango and peaches, pickled olives.","위스키 이름: Springbank1966

향(Nose): Extremely sweet and rich, Christmas cake with tons of spices, very match to an old great Bourbon (Fitzgerald), tons of dried fruits also. Dried mango, dried coconuts, oily, fresh olives, difficult to pick every notes out of this rather integrated miracle!

맛(Taste): Uprising tropical fruits and stone fruits, extremely juicy and powerful, star fruits, mangos, peaches, and waves of vanilla seeds and nutmegs, canned pineapples, passion fruits, can't really name them in an orderly way, very very good.

피니쉬(Finish): A fruity finish, huge mango and peaches, pickled olives."
Glendronach1972,https://www.whiskybase.com/whiskies/whisky/22629/glendronach-1972,"Chocolate,Dried Fruit,Nutty,Oily",95.0,"Big oloroso sherry. Honey. Fig, prune, raisin and candied orange peel. Cocoa and tobacco. Antique leather and spices. Citruses. Lacquered wood.",94.0,"Powerful, syrupy and creamy. Matured tannic oak. Honey. Plum, fig, kiwi and grapefruit. Tobacco. Dutch cocoa and coffee. Cinnamon and mint. Spicy sherry and mild smoke.",93.0,"Long, bittersweet, oaky, fruity.","위스키 이름: Glendronach1972
태그: Chocolate,Dried Fruit,Nutty,Oily

향(Nose) [점수: 95.0]: Big oloroso sherry. Honey. Fig, prune, raisin and candied orange peel. Cocoa and tobacco. Antique leather and spices. Citruses. Lacquered wood.

맛(Taste) [점수: 94.0]: Powerful, syrupy and creamy. Matured tannic oak. Honey. Plum, fig, kiwi and grapefruit. Tobacco. Dutch cocoa and coffee. Cinnamon and mint. Spicy sherry and mild smoke.

피니쉬(Finish) [점수: 93.0]: Long, bittersweet, oaky, fruity."
Springbank1966,https://www.whiskybase.com/whiskies/whisky/6299/springbank-1966,,94.0,"Mineral....Earth.....and mushroom?, little peat smoke,white wine on nose first also with sea breeze. several minutes later, Mints! with coal smoke! and some kinda of beef stock with kombu dashi. holy moly! What an extreme complexity",93.0,"Creamy, Rich, Powerful, But NO alcoholic displeasure.\nEucalyptus, Tea, some kinda ginger, lemon, mint....hints of tannins and mineral Great",94.0,"Long, sticky, slightly salty, minty , mineral with some orange.","위스키 이름: Springbank1966

향(Nose) [점수: 94.0]: Mineral....Earth.....and mushroom?, little peat smoke,white wine on nose first also with sea breeze. several minutes later, Mints! with coal smoke! and some kinda of beef stock with kombu dashi. holy moly! What an extreme complexity

맛(Taste) [점수: 93.0]: Creamy, Rich, Powerful, But NO alcoholic displeasure.\nEucalyptus, Tea, some kinda ginger, lemon, mint....hints of tannins and mineral Great

피니쉬(Finish) [점수: 94.0]: Long, sticky, slightly salty, minty , mineral with some orange."
Glen Grant1958 GM,https://www.whiskybase.com/whiskies/whisky/58989/glen-grant-1958-gm,,93.0,"Orange, sherry, cocoa powder, leather, red berries, furniture polish, marzipan, cherry compote",94.0,"very soft texture in the mouth - I imagine sitting by an open fire in an old library hall and musing among the dusty books - old style dry berry sherry, leather armchair, dark chocolate, wild blueberries, oranges, wax, honey... and much more",92.0,amazingly long and warming - dry red berry sweetness,"위스키 이름: Glen Grant1958 GM

향(Nose) [점수: 93.0]: Orange, sherry, cocoa powder, leather, red berries, furniture polish, marzipan, cherry compote

맛(Taste) [점수: 94.0]: very soft texture in the mouth - I imagine sitting by an open fire in an old library hall and musing among the dusty books - old style dry berry sherry, leather armchair, dark chocolate, wild blueberries, oranges, wax, honey... and much more

피니쉬(Finish) [점수: 92.0]: amazingly long and warming - dry red berry sweetness"
Bowmore1971 Ses,https://www.whiskybase.com/whiskies/whisky/66937/bowmore-1971-ses,"Honey,Citric,Medicinal,Sherried,Smokey",88.0,"Not particularly expressive, closed to be honest, may need a few drops of water to open it up.\nThere is some menthol and a really nice dark fruit jam smell, mixed with bonfire smoke and peat, interesting for sure.\nAfter 5 minutes it gets even better on treacle sponge and date slice.",90.0,"This is more like a heavy sherried Lomgmorn or Mortlach but with more peat, as it is Jammy like some of those first fill sherried Speysiders are.\nInfused with the sherry is plenty of oak which is drying and a little bitter.\nWith a few drops of water, much better balance and sweeter on raspberry, blackcurrant and more peat has been released",90.0,"decent length getting sweeter, peat lingering to the end","위스키 이름: Bowmore1971 Ses
태그: Honey,Citric,Medicinal,Sherried,Smokey

향(Nose) [점수: 88.0]: Not particularly expressive, closed to be honest, may need a few drops of water to open it up.\nThere is some menthol and a really nice dark fruit jam smell, mixed with bonfire smoke and peat, interesting for sure.\nAfter 5 minutes it gets even better on treacle sponge and date slice.

맛(Taste) [점수: 90.0]: This is more like a heavy sherried Lomgmorn or Mortlach but with more peat, as it is Jammy like some of those first fill sherried Speysiders are.\nInfused with the sherry is plenty of oak which is drying and a little bitter.\nWith a few drops of water, much better balance and sweeter on raspberry, blackcurrant and more peat has been released

피니쉬(Finish) [점수: 90.0]: decent length getting sweeter, peat lingering to the end"
Springbank1966,https://www.whiskybase.com/whiskies/whisky/13990/springbank-1966,,95.0,"It's so fragrant, that rich but not greasy feeling at all, salty biscuits, buttered popcorn, peanuts, vanilla, sea salt, the unparalleled oily expression on the head when you smell it. After you wake up from the cup, the nectar appears, and there is A little bit of acidity. 95",95.0,"Oil, good oil, the aroma of cream explodes in the mouth, vanilla ice cream, the signature salty taste hits, a big mouthful of very refreshing and charming vanilla salty cream cake. 95",94.0,"It's long, creamy and stays in the mouth, and it's always fragrant. 94","위스키 이름: Springbank1966

향(Nose) [점수: 95.0]: It's so fragrant, that rich but not greasy feeling at all, salty biscuits, buttered popcorn, peanuts, vanilla, sea salt, the unparalleled oily expression on the head when you smell it. After you wake up from the cup, the nectar appears, and there is A little bit of acidity. 95

맛(Taste) [점수: 95.0]: Oil, good oil, the aroma of cream explodes in the mouth, vanilla ice cream, the signature salty taste hits, a big mouthful of very refreshing and charming vanilla salty cream cake. 95

피니쉬(Finish) [점수: 94.0]: It's long, creamy and stays in the mouth, and it's always fragrant. 94"
